username,userid,profile_location,created_at,text,retweet_count,source,coordinates
⚖️THEE Powerful Mel Ankoly 🇺🇦 #ForThePeople,813880878837268480,"Los Angeles, CA",2023-01-18 19:33:48,"Greta Thunberg was arrested, but even the police in Germany understand the danger of climate change so they helped… https://t.co/DzY6kcfmh8",0,Twitter Web App,
USC Wrigley Institute for Environmental Studies,284173293,"Los Angeles, CA",2023-01-18 19:24:05,".@NPR spoke with scientists, psychologists, and climate researchers to find an effective way to talk to young kids… https://t.co/p0NW0lBCKQ",0,Twitter Web App,
Brendon Carpenter,1146206152922816513,"Los Angeles, CA",2023-01-18 19:19:46,"@ClassicCK For a few more years of peace and progress on climate change, which certainly would have happened to at… https://t.co/We043drbmi",0,Twitter Web App,
"Truth Violates ""Community Guidelines""",1481812951384219648,"Los Angeles, CA",2023-01-18 19:06:27,"@latimes @latimesopinion Weird how billionaire-owned ""News"" organizations never tell you there are thousands of exp… https://t.co/2DOIF5ls6I",0,Twitter Web App,
"Truth Violates ""Community Guidelines""",1481812951384219648,"Los Angeles, CA",2023-01-18 19:03:17,"@latimes @latimesopinion ""Climate Change""- A scam by the predator/banker/billionaire class used to extract even mor… https://t.co/yr1G7D2Azz",0,Twitter Web App,
IG: @IAmTehran,27112635,"Los Angeles, CA",2023-01-18 19:00:11,"How about instead of ""climate change"" that people like to debate - lets talk about ""pollution"". No one likes pollut… https://t.co/uOygYFJjhR",1,Twitter Web App,
Brendon Carpenter,1146206152922816513,"Los Angeles, CA",2023-01-18 18:39:14,"@DemonSynth @EMostaque Absolutely not.

https://t.co/22ilfIuqGc",0,Twitter Web App,
Aryn Braun,217474455,Los Angeles,2023-01-18 18:36:35,"The Imperial Valley, in charts. https://t.co/kZkNKObm9p https://t.co/uZSiq8QhYL",2,TweetDeck,
simonmainwaring,30059550,Los Angeles,2023-01-18 18:35:29,Honored to be included in the list of the Top 50 Global Thought Leaders and Influencers on Climate Change for 2020… https://t.co/Wbw9fLLrgA,0,Twitter Web App,
Stephen Ramos,163236429,"Sierra Madre, CA",2023-01-18 18:15:41,@DavidFox2021 @mrshellwinger @larryelder You suggesting that the California rain in unusual? Used to be called the… https://t.co/HHrSTIRh6f,0,Twitter for iPhone,
Cy Husain 🌹,1141581364770160640,"West Hollywood, CA 90069",2023-01-18 18:12:09,"@GeraldKutney To antivaxxers &amp; Climate Change deniers:
""NO amount of sincere belief will change FACTS that are inco… https://t.co/dGBLEjATr1",0,Twitter Web App,
Jose Navarro,2304012180,Los Angeles ,2023-01-18 18:11:09,"@akafacehots @RepJeffries Republicans voted against; REDUCING INFLATION, PRICE GAUGING, CHEAPER GAS &amp; INSULIN, CHIL… https://t.co/QgjJwPM9fz",0,Twitter for iPhone,
Sistah👁Isis,24252410,"Los Angeles, CA",2023-01-18 18:06:24,"i hear no children
no cheer
only planes flying thru air
once their gone
chirps fill the silence
accompanied by cars… https://t.co/7jmnSm0i4Q",0,Twitter for iPhone,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-18 18:04:58,"@XRPalchemy @PapiTrumpo 100% 

They are a bigger threat than the so called climate change hoax 

Type O on my tweet… https://t.co/A9mhHMHtg1",0,Twitter for iPhone,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-18 18:04:52,"""Reports of polar bear attacks on humans are extremely rare.

But melting ice due to climate change has led to a co… https://t.co/Ccr7Q76XH4",0,Twitter Web App,
Shared-Use Mobility Center,1904891208,Chicago | Los Angeles,2023-01-18 18:03:19,"Our Climate Change &amp; Micromobility Webinar is next week!
On 1/25 at 1:00 pm CT, learn from people who played a role… https://t.co/dPOJvQKCNW",0,Hootsuite Inc.,
Chantal Carerre,27872530,Los Angeles ,2023-01-18 17:45:56,@elonmusk The World economic forum needs to be exposed &amp; end. They use corporations to act as a “digital dictatorsh… https://t.co/N9heTBxhTo,2,Twitter for iPhone,
City of South Gate,4228795877,"South Gate, CA",2023-01-18 17:35:00,"2/5

This is part of a broader effort throughout California to combat climate change by reducing greenhouse gas emi… https://t.co/P1bOmhlbTw",0,Twitter Web App,
Cy Husain 🌹,1141581364770160640,"West Hollywood, CA 90069",2023-01-18 17:34:03,@PplsCityCouncil The actual tests had to be performed by a qualified Forensic Pathologist and a report filed. Has a… https://t.co/wNihQWg98c,0,Twitter Web App,
Blanca Begert,1268038793300455424,"Los Angeles, CA",2023-01-18 17:32:29,Big piece out in @guardian today about the failure of forest carbon offsets to address climate change. Research fou… https://t.co/j68anSYDQ7,5,Twitter Web App,
Shelby Grad,14827461,🌴Los Angeles💥,2023-01-18 17:29:19,Will the solar farm save California? https://t.co/CDb6WXL42t @Sammy_Roth reports from a highly unlikely but very co… https://t.co/40xgkCW0CU,1,Twitter Web App,
Matthew Policastro,36992552,Los Angeles,2023-01-18 16:48:24,New Belgium's iconic Fat Tire @FatTire  beer gets a carbon-neutral rebrand via @axios  https://t.co/VZcaGBSBbJ,0,Twitter Web App,
Aarón Cantú,248937236,Los Angeles,2023-01-18 16:41:03,"You don't have to be an expert in anything to know that yes, shutting down fossil fuel development as fast as possi… https://t.co/3TBl19XItR",1,Twitter Web App,
Kirk Wilcox,51251160,"Los Angeles, CA",2023-01-18 16:38:45,"For all the shrieking I'm seeing about this global organization centered in Europe, headed by some goof who likes t… https://t.co/Hjt8Q0b3NM",0,Twitter Web App,
RubyLaw,1585992498823897088,"Los Angeles, CA",2023-01-18 16:36:18,"@MikeHudema 1) It was put on as a show.

2) Climate Change is heavily disputed, but the harm caused by pollution is… https://t.co/4K36KUqchA",0,Twitter for Android,
PaLLaDiuM DeuTeRiDe KiNG 🇷🇺🇵🇸🇾🇪,1577754979963523072,"Los Angeles, CA",2023-01-18 16:30:09,Seriously the deadliest thing outside of nuclear Holocaust we can do as a species is end fossil fuel usage abruptly… https://t.co/FHVGBHkHDz,0,Twitter for Android,
jessie,1412901067256307713,"Los Angeles, CA",2023-01-18 16:29:55,materialistic part of society really doesn’t give a shit about nature/“climate change”all you FANCYs out here HAVE… https://t.co/dVq6qU7zg7,0,Twitter for iPhone,
Federation News,812338474913243136,"Los Angeles, CA",2023-01-18 16:24:51,"""There are 3 truths that we will have to come to terms with very shortly:

1.We can't vote our way out of capitalis… https://t.co/85EMe5ZhBH",0,LinkedIn,
Crypto Investopaedia,1594138069762035713,"La Canada Flintridge, CA",2023-01-18 16:19:21,@jcniyomugabo You know nothing! You are only repeating a talking point they fed to you! Stop deceiving people with… https://t.co/x8adazQ8Bc,0,Twitter for iPhone,
Richard Zapor,1586030780697833478,"Los Angeles, CA",2023-01-18 16:05:52,@DriveTeslaca @SawyerMerritt Labor costs are up so price increases should be expected. Have Trudeau give tax credit… https://t.co/uRHr7g8d40,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 16:02:05,We visited Imperial during California’s epic summer heat wave and asked local residents about the pros and cons of… https://t.co/hBNKFtkkwU,1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 16:02:04,"Other growers have learned to love solar, striking land deals with clean energy developers. 

Especially with Color… https://t.co/D8I9fsAFc9",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 16:02:03,Many Imperial Valley growers harbor a profound mistrust for distant cities that keep adding people even as water su… https://t.co/higoUXUZCz,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 16:02:03,"Agriculture is the only way of life many Imperial Valley farming families have known.

They’re ready to fight again… https://t.co/OqYAFXXVT0",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 16:02:02,"The Imperial Valley is one of the most important places many Californians have never been. 

Clean energy advocates… https://t.co/9LL6YU3p6P",12,Twitter Web App,
Kelly777,408250569,"Los Angeles, Ca.",2023-01-18 15:56:36,"@jakeshieldsajj If there is man-made 'climate change' it's caused by cloud seeding, not our cars. I live in LA, whe… https://t.co/O28rOAFoDU",0,Twitter Web App,
J Wicked,1624298167,Zenn-la,2023-01-18 15:53:55,"@ShannenJPEG When it's weather that doesn't support the narrative, then it's definitely not climate change.",0,Twitter for Android,
LORD SCREWTAPE,1348554108,Beautiful downtown Burbank,2023-01-18 15:36:06,@FreelyAshley92 @sav_says_ interviewed some guys at the WEF who said that because of climate change it doesn't snow… https://t.co/tjUc2JO1J2,0,Twitter for Android,
Attorney Omar Zambrano,3674953094,"Baldwin Park, CA",2023-01-18 15:33:12,Hertz &amp; Tesla Join Forces to Revolutionize the Automotive Industry As the world faces a daunting challenge of clima… https://t.co/wpiyV9iDRS,0,Twitter Web App,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-18 15:25:01,Atmospheric dust may have hidden true extent of global heating - The Guardian https://t.co/teJvBRxl7b #Science… https://t.co/u5tJP5ZUhV,0,Buffer,
Larry Kutcher,391774028,"Los Angeles, CA",2023-01-18 15:18:21,@GretaThunberg CLIMATE CHANGE is a hoax and you are a clown,0,Twitter Web App,
gina,489990878,LA,2023-01-18 14:27:32,climate change is wild because why is there a layer of ice on my car IN LOS ANGELES,0,Twitter for iPhone,
E.Bel 🇺🇲,1279112269528358912,"Los Angeles, CA",2023-01-18 14:09:31,"@maiyamitjot @CMWeeks @goddeketal @BBCWorld wait, you trust what the media and the police are telling you... yeah,… https://t.co/sIHdD2Cdlz",0,Twitter for Android,
David Barboza,391031153,"Whittier, California",2023-01-18 14:01:15,With climate change we have to make public investments to mitigate the problem (i.e. reduce emissions and protect c… https://t.co/s64rKIIzDn,0,Twitter Web App,
David Barboza,391031153,"Whittier, California",2023-01-18 13:55:17,"Bread and butter land use planning. Can we identify and adapt to natural hazards? Can we address climate change, wh… https://t.co/CmjDEcDdYd",0,Twitter Web App,
Enviro. Media Assoc.,112807276,"Los Angeles, CA",2023-01-18 13:55:16,One in four Americans considering putting off major life decisions out of fear of climate change: survey… https://t.co/pYBOQVE3CJ,5,Twitter Web App,
Christine #2023 #YearOfIndictments 🇺🇦 🌈🖤❤😷💉,71621038,LA,2023-01-18 13:51:01,@jilevin @USATODAY Funny how they put that the bear was probably “nutritionally challenged “ at the end of article.… https://t.co/rWuJ0n9oPD,0,Twitter for iPad,
Matthew E. Kahn,868389662,"Los Angeles, CA",2023-01-18 13:42:50,"Back in 2011, I enjoyed participating in this interview about climate change economics when I was visiting LSE.  
https://t.co/s1o3V7QUNs",0,Twitter Web App,
Shoutouts,743932993778003968,"West Hollywood, CA",2023-01-18 13:32:39,CNN: The largest six banks in the United States have been given until July to show the Federal Reserve what effects… https://t.co/jpzqtZmqEj,0,IFTTT,
Sah,1601435640595247104,"Santa Monica, CA",2023-01-18 13:30:30,@CNN Oh god. Federal reserve and climate change. When fraud meets hoax 😂,0,Twitter for iPhone,
Sonya Alexander,972476780899717120,"Los Angeles, CA",2023-01-18 13:00:31,"The rich and powerful flocked to Davos via private jet to discuss climate change, study finds
https://t.co/xydg6Am20E",0,Twitter Web App,
Capital & Main,2218281115,Los Angeles,2023-01-18 12:50:30,"Where is Santa Cruz, and what did its experience of the recent deluge tell us about how location makes the impacts… https://t.co/vybJEW8yWu",1,TweetDeck,
Somar,718019006049886209,"Pasadena, CA",2023-01-18 12:46:45,@jakeshieldsajj All ino ownis here in LA we couldn't see the mountains that surround our city in the 80s. Literally… https://t.co/TfaeTH2P1J,0,Twitter for Android,
Dawn Ritchie,137038846,Los Angeles,2023-01-18 12:19:05,Fiji is getting swallowed up. Fish size &amp; populations are dwindling because sea temps are warming. Venice is drowni… https://t.co/SvqOMKinZR,0,Twitter Web App,
MMA 🦿🐐🐺,1485216802095263750,"Los Angeles, CA",2023-01-18 12:08:49,@benshapiro damn all that climate change money is helping feed her look at her fat cheeks! lock the THUG up,0,Twitter for iPhone,
mark simmons,18519677,"Los Angeles, CA",2023-01-18 12:02:04,Can teaching gamers about climate change motivate them to take action? https://t.co/HAjmJKvWIa https://t.co/mP3tPmqPhQ,0,dlvr.it,
protocol,1354583038261305349,"Los Angeles, CA",2023-01-18 11:31:32,@jakeshieldsajj climate change is an oxymoron,0,Twitter for iPhone,
Boo,1518689506794168326,"Los Angeles, CA",2023-01-18 09:16:42,"@TonyClimate @wef Another hack predicting the destruction of the earth. Don’t be fooled, climate change is a tool u… https://t.co/Z0CxlRrS0H",0,Twitter for iPhone,
ric_ray69,1053394130544381952,"Los Angeles, CA",2023-01-18 06:54:20,@Edwin07011 I say bring it….we will fight these fake climate change idiots🤬🤬🤬,0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-18 06:33:26,"Now go bookmark my latest story and read it later: https://t.co/4JgymVApKM

And subscribe to @latimes while you’re… https://t.co/RB4fHejQ0d",4,Twitter for iPhone,
J. Craig Stiles,382526439,"Los Angeles, CA",2023-01-18 06:01:05,"@Doc_Valerie We've got immunity damage, lowering sperm counts post covid - those will impact both life expectancy (… https://t.co/umNwDQnZUm",0,Twitter Web App,
Rachel Phillips,1602175114556022785,"Santa Monica, CA",2023-01-18 05:59:51,"@thelukemullen Explain to me, California boy, who would you sue for the 4 climate change events that occurred befor… https://t.co/r18y2PlCkp",0,Twitter for iPhone,
bob,1115596310759895040,"Redondo Beach, CA",2023-01-18 05:45:30,@MarchandSurgery The David Hogg of climate change,0,Twitter for iPhone,
William Ramsey Investigates,1461353879119929346,Los Angeles,2023-01-18 05:42:05,@johnrackham82 @BreitbartNews Isn't that what the climate change hustle was from the beginning?,0,Twitter Web App,
𝙿𝚁𝙾𝙵𝙴𝚂𝚂𝙸𝙾𝙽𝙰𝙻 𝙰𝙲𝙰𝙳𝙴𝙼𝙸𝙲 𝙷𝙴𝙻𝙿,1422845249999736836,"Los Angeles, CA",2023-01-18 05:40:53,"We offer Online class homework, assignment and exam expert help with

Biotechnology
Natural Resource Management
See… https://t.co/VtUnXz9MXs",3,Twitter for Android,
Kingsley de Great. 🏅,204988063,"Inglewood, CA",2023-01-18 05:40:05,"@DrLoupis He Started with global warming, and ended with climate change.  For goodness sake what the fuck is ""Climate Change""?.",0,Twitter for Android,
Ellie 🙏🏻 ✝️,1074336331,"Whittier, CA",2023-01-18 05:26:40,"Genius.
America puts out more carbon than Britain, but same principle applies.
China &amp; India are where to fight cli… https://t.co/fGpLmgtgHf",0,Twitter for iPhone,
Claudia Asatrian,1522805718105083904,"West Hollywood, CA",2023-01-18 05:02:50,@P8R1OT Must be from the climate change,0,Twitter for iPhone,
Kate James,108865246,"Santa Monica, CA",2023-01-18 04:35:05,@RealFairbrass @OzraeliAvi They care about climate change but throwing your cigarette out on the ground is cool? #cnbc,0,Twitter for iPad,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-18 04:33:09,"@TheBabylonBee @snekmeseht The lone survivors on Noah’s Ark discuss how to fight man made climate change 

@WEF… https://t.co/m3Fj59Z14V",1,Twitter for iPhone,
junta,1543525806,"Los Angeles, CA",2023-01-18 04:31:24,"If there’s no buyer’s or seller’s remorse, my guess is that he’ll take the same path on climate change &amp; all, Hikz! https://t.co/Fq29SX5R2f",0,Twitter for iPhone,
MeanOldManLA,1448383731597676545,"Los Angeles, CA",2023-01-18 04:23:52,"@PGtwentytwo From someone in California…if it does not rain, it is climate change, if it rains too much, still climate change😂",0,Twitter for iPhone,
Derek,723280159,"Los Angeles, CA",2023-01-18 04:04:05,"@towhogger @SusanJo27750013 @MayraFlores2022 Except climate change, the only thing people expect is respect of their beliefs",0,Twitter for iPhone,
Matthew E. Kahn,868389662,"Los Angeles, CA",2023-01-18 04:03:15,"Thanks to @voxeu, here is my new piece with @SomikCities
https://t.co/RGkRR0Cxcm",4,Twitter for Android,
Dr Twit Garbage,1394870383560462346,"Los Angeles, CA",2023-01-18 03:47:26,@FoxNews I saw the footage of this staged event.  Climate change is a scam…,0,Twitter for iPhone,
Amir,15485291,"Los Angeles, CA",2023-01-18 03:11:17,@theRealKiyosaki Electrical cars are far superior to gas cars in every single imaginable way (whether u believe in… https://t.co/LWMBehnDDb,0,Twitter Web App,
O.H,184573319,"Los Angeles, CA",2023-01-18 03:10:07,The Greta climate change girl is truly a government proper,0,Twitter for iPhone,
Tom Cheyney,456122274,Los Angeles,2023-01-18 03:04:16,Another worrisome #climatescience study: Atmospheric dust may have hidden true extent of #globalheating  https://t.co/3ucDRD7iPr,0,Twitter for iPhone,
⚖️THEE Powerful Mel Ankoly 🇺🇦 #ForThePeople,813880878837268480,"Los Angeles, CA",2023-01-18 03:03:12,@US_Stormwatch @chrislongview What about all the good things climate change did?,0,Twitter Web App,
JDub678,1566332124923191297,"Los Angeles, CA",2023-01-18 02:42:07,"@TheBadBeaner Yeah…this is about as stupid as them climate change activists gluing themselves to the ground. 
As yo… https://t.co/e7v71JviQY",0,Twitter for iPhone,
Argen Polmerica 🇺🇸🐍,889270548835872768,"Los Angeles County, CA",2023-01-18 02:31:49,@Ezra4Liberty “muh redistribution” and so tends to result in more innovation. It’s kind of funny that socialists sa… https://t.co/073VwO4SEU,0,Twitter for iPhone,
𝙿𝚁𝙾𝙵𝙴𝚂𝚂𝙸𝙾𝙽𝙰𝙻 𝙰𝙲𝙰𝙳𝙴𝙼𝙸𝙲 𝙷𝙴𝙻𝙿,1422845249999736836,"Los Angeles, CA",2023-01-18 02:23:43,"We offer Online class homework, assignment and exam expert help with

Natural Resource Management
Seed Science and… https://t.co/2PbOraGkvS",4,Twitter for Android,
Mark Joseph Suarez,1116704535500640257,"Studio City, Los Angeles",2023-01-18 02:16:22,@420_cats @Yellowbull11 If you are concerned with climate change you have to get everyone to “buy in” to a global p… https://t.co/lXFgMZuONp,0,Twitter for iPhone,
junta,1543525806,"Los Angeles, CA",2023-01-18 02:16:20,"@GarlandNixon What’s that all about? Nice sound bite or tiding the wave of ‘climate change denial’ Technically, can… https://t.co/TJ8SxcMPij",0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 02:05:00,"There are no easy answers when it comes to clean energy. No solutions that come free of cost. 

And for the Imperia… https://t.co/eTrkm6ag79",2,SocialNewsDesk,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-18 01:25:51,"“Before it became the Imperial Valley, it was God’s Country, and that was because only God would have it.""

Now eve… https://t.co/1E9kHHPmzB",12,Twitter Web App,
ColumboCore Enthusiast,1611144889844248577,Los Angeles,2023-01-18 01:21:33,"@CptAncapistan @ninaturner @justegg That's true

I used to be into Bitcoin, it's great in theory

The miners refusa… https://t.co/9cJ5xNQ10D",0,Twitter for Android,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 01:20:00,"Everyone wants a piece of the Imperial Valley. 

But for Imperial and other farm belts to supply food, water and cl… https://t.co/EHjeBt9QZu",9,SocialNewsDesk,
UCLA Inst. of the Environment and Sustainability,90982474,"Los Angeles, California",2023-01-18 01:18:59,From dry to wet and back again — @Weather_West spoke to @bbc about how climate change is driving “weather whiplash.… https://t.co/IqD8SG1897,0,Twitter for iPhone,
Issac the King,979009626845822978,"Los Angeles, CA",2023-01-18 01:18:53,"@BradenIsBased I don’t know about you, but it’s fucking cold as shit in California right now. Climate change is a bitch, I know.",0,Twitter for iPhone,
Kirk Wilcox,51251160,"Los Angeles, CA",2023-01-18 01:00:34,Avian Bird Flu is a myth. The reason why eggs are expensive is because of corporate greed and climate change and va… https://t.co/YqtVbo4SZq,12,Twitter Web App,
From 2016 with the “Donald”. and a 100%,733370906,"Los Angeles, CA",2023-01-18 00:46:27,Communist World Order - the ‘Globalists’ Their mantra: You and the People of Europe and America” You will own no ca… https://t.co/nhXUOaQVrL,0,Twitter for iPhone,
Live News Update,1600491102053736452,los angeles,2023-01-18 00:43:55,"The Nexus of Climate Change and National Security #news #breakingnews
https://t.co/lLk4USGBwL",0,Twitter Web App,
PBS SoCal (KOCE),19090295,"Los Angeles, CA",2023-01-18 00:36:13,Dr. Melissa C. Lott @mclott says that we are all being impacted by climate change but that we are not all being imp… https://t.co/S3q5JFDyJJ,5,Twitter Web App,
Cherylynne Berger,366785239,"Los Angeles, CA",2023-01-18 00:26:31,"@nathaliejacoby1 War, of course. If war ceased to exist then all of the other complex and heartbreaking problems pl… https://t.co/sn6csW2YCs",8,Twitter for iPhone,
Hanhonymous,14305575,Los Angeles,2023-01-18 00:24:19,"The @novapbs #ChasingCarbonZero panel confirms that gas stoves are bad for our health, the environment. (We'd been… https://t.co/C7in3ZZPrk",2,TweetDeck,
MyTransit LA,862895513494056960,"Los Angeles, CA",2023-01-18 00:15:52,"Metro Finger-Wags Against Climate Change, Same Day as Metro Recommends $300M for Freeway Widening - Streetsblog Los… https://t.co/yWEBNBK3YD",0,IFTTT,
Aromatix Team,59228570,Los Angeles,2023-01-18 00:15:30,"""Infrastructure Resilience"" The world’s climate is changing — and those changes are bringing significant impacts th… https://t.co/W6cilvxHMt",0,TweetDeck,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-18 00:15:04,We visited Imperial during California’s epic summer heat wave and asked local residents about the pros and cons of… https://t.co/T8U1L1CtXt,4,SocialNewsDesk,
The TCA,2612574841,Los Angeles,2023-01-18 00:12:36,Now we have @novapbs and #ChasingCarbonZero. @BlocPower @diningforward @mclott and #MilesOBrien are all here to dis… https://t.co/1ZKXuDF7q7,5,Twitter Web App,
WIilshire.Today,1236807115886325761,Los Angeles,2023-01-18 00:11:43,"Metro Finger-Wags Against Climate Change, Same Day as Metro Recommends $300M for Freeway Widening - via… https://t.co/b0MlZzEXIa",0,IFTTT,
Alison Hewitt,18782679,Los Angeles,2023-01-18 00:03:10,"“We’re headed toward a bad place when it comes to greenhouse warming,” said Jasper Kok, an atmospheric physicist at… https://t.co/JZmZzfYkMl",1,Twitter Web App,
TallPaul562,796546491645095936,"Compton, CA",2023-01-17 23:54:03,"Truth about climate change from Konstantine Kisin.

https://t.co/NbU3ZMw0Y7",0,Twitter Web App,
StreetsblogLA,12962962,"Los Angeles, California",2023-01-17 23:22:13,Metro climate messaging is kinda like those horror movies where they say 'the call is coming from inside the buildi… https://t.co/IXVq6RpUy6,4,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 23:20:00,Lurking beneath the battle between agriculture and renewable energy are urgent questions: What is the land’s best u… https://t.co/t3kRABCgiE,5,SocialNewsDesk,
ingrid eckhoff,1573671443224616961,Los Angeles,2023-01-17 23:10:51,@onjolo_kenya @GretaThunberg The Germans are freezing to death in their homes this winter because they listened to… https://t.co/VI96KcVrCh,0,Twitter Web App,
Capital & Main,2218281115,Los Angeles,2023-01-17 22:59:30,"""Our systems need to be rebalanced in California and the United States. The idea would be a society where women hav… https://t.co/5epCoW5J16",0,TweetDeck,
PRGS Organizes-UAW,1605431326059819008,"Santa Monica, CA",2023-01-17 22:45:05,"Hardika, a fifth year fellow whose research focuses on climate change, built environment, and emerging economies, t… https://t.co/7GJSmzjIGu",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 22:30:01,"Conflicts between agriculture and renewable energy are playing out across the country, especially in drought-stress… https://t.co/w0ee3zyHEn",4,SocialNewsDesk,
Samson Roofing,511122750,tarzana ca ,2023-01-17 22:29:42,"@seanhannity In this climate change, people rather prefer that people will die from cold, as long as they keep their agenda",0,Twitter for iPhone,
Johnny Larios,1560423591765651456,"Los Angeles, CA",2023-01-17 22:28:59,@JohnRanford @RebelNewsOnline How is this a conspiracy theory? They’re literally on tape flying from a private jet… https://t.co/00ohlTFqhf,0,Twitter for iPhone,
DO GOOD LA,546495972,Los Angeles,2023-01-17 22:15:26,Want to solve climate change? This California farm kingdom holds a key https://t.co/Dh5yBNasWJ,0,Twitter Web App,
e,25708165,Los Angeles,2023-01-17 22:01:42,@capitalism1 @nytimes 1. No the gop party made decisions based on the belief that climate change wasn’t real - this… https://t.co/am2Ckf0ECF,0,Twitter for iPhone,
Jeff Grace,23001128,Los Angeles,2023-01-17 21:29:29,@Meighon @KonstantinKisin @triggerpod This doesn’t really seem to be about free speech. More about how we should st… https://t.co/RD1faD66gy,0,Twitter for iPhone,
Sanzhi Kobzhan,1434021547719729153,"Los Angeles, CA",2023-01-17 21:25:43,"@Jay86158778 @BBCWorld Exactly. Climate change raises the issue of ESG and competition, european companies would di… https://t.co/jRYjMiJizD",0,Twitter for iPhone,
Alex Padilla,82489457,"Los Angeles, CA",2023-01-17 21:25:11,"It is impossible to overstate the danger of critical issues based on scientific understanding, like climate change, becoming partisan.",19,Hootsuite Inc.,
Gohar,66432397,Los Angeles,2023-01-17 21:00:18,@ClareSaxon @RishiSunak He is rich enough to think that climate change won’t affect him or his daughters or their daughters.,0,Twitter for iPhone,
NASA Climate,15461733,"Pasadena, California, USA",2023-01-17 20:58:55,UPDATE: December 2022's global average atmospheric carbon dioxide (CO₂) was about 420 parts per million. This is a… https://t.co/DS7NBnibNP,105,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-17 20:48:50,"@kareemjeanjr @latimes Well, the meme that man-made climate change is leading us to a ""climate crisis"" is indeed a… https://t.co/hyIv5NfC7j",0,Twitter Web App,
BikeLanesLA,1559343255115821056,"Los Angeles, CA",2023-01-17 20:38:08,"@metrolosangeles Stop widening freeways. Build more transit. 
You make claims about being concerned about climate c… https://t.co/lqhHIcpJl7",1,Twitter for iPhone,
Nancy Rivera Brooks,31300068,"Los Angeles, California",2023-01-17 20:31:09,@Sammy_Roth led a team of @latimes journalists in the second installment of our Repowering the West energy/climate… https://t.co/P5BB1Z58ZT,1,Twitter Web App,
Nancy Rivera Brooks,31300068,"Los Angeles, California",2023-01-17 20:31:09,This important piece takes you to the Imperial Valley with carrots petrified in 113 degree heat as blackouts treate… https://t.co/G1dkT3SVIB,2,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 20:30:01,Agriculture is the only way of life many Imperial Valley farming families have known.They’re ready to defend it aga… https://t.co/TT9LwkpHwf,1,SocialNewsDesk,
Jimmy Slamat,63419941,"Los Angeles, CA",2023-01-17 20:27:52,@Eunicedwong Much agreed... climate change is #cyclical....,0,Twitter Web App,
seth liss,17163156,"Los Angeles, CA",2023-01-17 20:26:25,Climate change dried out this once productive farm. Can we now use the land to battle climate change?  Another smar… https://t.co/oJ4DUs3vXK,1,Twitter Web App,
Jill Davine,1963078501,"Culver City, CA",2023-01-17 20:24:30,"To Save Coral Reefs, We Must Fight Climate Change. #care2 https://t.co/nJ7FOmKqHU",0,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-17 20:18:04,@gatewaypundit He’s of a select group of people used by Satan to deceive the world that it’s climate change we are… https://t.co/6GEe0NfSb9,0,Twitter for iPhone,
No,1562954056334577665,"Los Angeles, CA",2023-01-17 20:16:04,"Hey idiots, even if climate change isn’t caused by humans…the air still sucks and the life expectancy of city people is still lower 🖕",0,Twitter for iPhone,
Rosanna Xia,151682694,"Los Angeles, CA",2023-01-17 20:07:15,Check out the article leading today’s page-one! May we continue to get more-nuanced stories of climate change onto… https://t.co/Yc51SOBGVT,2,Twitter for iPhone,
Spiritus Management,1590203480999796736,"Los Angeles, CA",2023-01-17 20:04:32,"had a dream about climate change and then woke up with the lyrics, “blue-jean baby L.A. lady seamstress for the band” what does it mean!?",0,Twitter for iPhone,
Liam Dillon,32186559,"Los Angeles, CA",2023-01-17 19:56:20,What an image on the solar vs. farming debate in California's Imperial Valley https://t.co/lLqorjAi6r https://t.co/Fb2yvPurx0,20,TweetDeck,
Johnny D'Angelo,1461563943428579330,"Los Angeles, CA",2023-01-17 19:45:45,Greta Thunberg - Obama-Biden - Climate Change - Snapchat - Andrew Tate - Johnny D'Angelo https://t.co/RF4O7JkyEU,0,Twitter Web App,
